path,class,label
chart/2015/01/fig201501091200.png,1,stay
chart/2015/01/fig201501091300.png,0,down
chart/2015/01/fig201501091400.png,2,up
chart/2015/01/fig201501091500.png,0,down
chart/2015/01/fig201501091600.png,0,down
chart/2015/01/fig201501091700.png,0,down
chart/2015/01/fig201501091800.png,0,down
chart/2015/01/fig201501091900.png,1,stay
chart/2015/01/fig201501092000.png,1,stay
chart/2015/01/fig201501092100.png,1,stay
chart/2015/01/fig201501092200.png,0,down
chart/2015/01/fig201501092300.png,0,down
chart/2015/01/fig201501120000.png,0,down
chart/2015/01/fig201501120100.png,2,up
chart/2015/01/fig201501120200.png,2,up
chart/2015/01/fig201501120300.png,1,stay
chart/2015/01/fig201501120400.png,0,down
chart/2015/01/fig201501120500.png,1,stay
chart/2015/01/fig201501120600.png,0,down
chart/2015/01/fig201501120700.png,2,up
chart/2015/01/fig201501120800.png,2,up
chart/2015/01/fig201501120900.png,2,up
chart/2015/01/fig201501121000.png,2,up
chart/2015/01/fig201501121100.png,1,stay
chart/2015/01/fig201501121200.png,2,up
chart/2015/01/fig201501121300.png,0,down
chart/2015/01/fig201501121400.png,0,down
chart/2015/01/fig201501121500.png,0,down
chart/2015/01/fig201501121600.png,2,up
chart/2015/01/fig201501121700.png,0,down
chart/2015/01/fig201501121800.png,1,stay
chart/2015/01/fig201501121900.png,1,stay
chart/2015/01/fig201501122000.png,2,up
chart/2015/01/fig201501122100.png,1,stay
chart/2015/01/fig201501122200.png,1,stay
chart/2015/01/fig201501122300.png,1,stay
chart/2015/01/fig201501130000.png,1,stay
chart/2015/01/fig201501130100.png,0,down
chart/2015/01/fig201501130200.png,1,stay
chart/2015/01/fig201501130300.png,2,up
chart/2015/01/fig201501130400.png,1,stay
chart/2015/01/fig201501130500.png,2,up
chart/2015/01/fig201501130600.png,2,up
chart/2015/01/fig201501130700.png,1,stay
chart/2015/01/fig201501130800.png,0,down
chart/2015/01/fig201501130900.png,2,up
chart/2015/01/fig201501131000.png,2,up
chart/2015/01/fig201501131100.png,0,down
chart/2015/01/fig201501131200.png,2,up
chart/2015/01/fig201501131300.png,0,down
chart/2015/01/fig201501131400.png,1,stay
chart/2015/01/fig201501131500.png,2,up
chart/2015/01/fig201501131600.png,0,down
chart/2015/01/fig201501131700.png,0,down
chart/2015/01/fig201501131800.png,0,down
chart/2015/01/fig201501131900.png,0,down
chart/2015/01/fig201501132000.png,1,stay
chart/2015/01/fig201501132100.png,2,up
chart/2015/01/fig201501132200.png,2,up
chart/2015/01/fig201501132300.png,1,stay
chart/2015/01/fig201501140000.png,0,down
chart/2015/01/fig201501140100.png,0,down
chart/2015/01/fig201501140200.png,0,down
chart/2015/01/fig201501140300.png,0,down
chart/2015/01/fig201501140400.png,1,stay
chart/2015/01/fig201501140500.png,0,down
chart/2015/01/fig201501140600.png,0,down
chart/2015/01/fig201501140700.png,0,down
chart/2015/01/fig201501140800.png,2,up
chart/2015/01/fig201501140900.png,0,down
chart/2015/01/fig201501141000.png,2,up
chart/2015/01/fig201501141100.png,1,stay
chart/2015/01/fig201501141200.png,0,down
chart/2015/01/fig201501141300.png,1,stay
chart/2015/01/fig201501141400.png,0,down
chart/2015/01/fig201501141500.png,2,up
chart/2015/01/fig201501141600.png,2,up
chart/2015/01/fig201501141700.png,0,down
chart/2015/01/fig201501141800.png,2,up
chart/2015/01/fig201501141900.png,0,down
chart/2015/01/fig201501142000.png,2,up
chart/2015/01/fig201501142100.png,1,stay
chart/2015/01/fig201501142200.png,2,up
chart/2015/01/fig201501142300.png,0,down
chart/2015/01/fig201501150000.png,2,up
chart/2015/01/fig201501150100.png,2,up
chart/2015/01/fig201501150200.png,1,stay
chart/2015/01/fig201501150300.png,1,stay
chart/2015/01/fig201501150400.png,1,stay
chart/2015/01/fig201501150500.png,1,stay
chart/2015/01/fig201501150600.png,2,up
chart/2015/01/fig201501150700.png,1,stay
chart/2015/01/fig201501150800.png,0,down
chart/2015/01/fig201501150900.png,0,down
chart/2015/01/fig201501151000.png,0,down
chart/2015/01/fig201501151100.png,0,down
chart/2015/01/fig201501151200.png,0,down
chart/2015/01/fig201501151300.png,0,down
chart/2015/01/fig201501151400.png,2,up
chart/2015/01/fig201501151500.png,0,down
chart/2015/01/fig201501151600.png,2,up
chart/2015/01/fig201501151700.png,2,up
chart/2015/01/fig201501151800.png,0,down
chart/2015/01/fig201501151900.png,0,down
chart/2015/01/fig201501152000.png,2,up
chart/2015/01/fig201501152100.png,0,down
chart/2015/01/fig201501152200.png,0,down
chart/2015/01/fig201501152300.png,1,stay
chart/2015/01/fig201501160000.png,0,down
chart/2015/01/fig201501160100.png,2,up
chart/2015/01/fig201501160200.png,0,down
chart/2015/01/fig201501160300.png,0,down
chart/2015/01/fig201501160400.png,2,up
chart/2015/01/fig201501160500.png,2,up
chart/2015/01/fig201501160600.png,1,stay
chart/2015/01/fig201501160700.png,2,up
chart/2015/01/fig201501160800.png,1,stay
chart/2015/01/fig201501160900.png,1,stay
chart/2015/01/fig201501161000.png,0,down
chart/2015/01/fig201501161100.png,2,up
chart/2015/01/fig201501161200.png,2,up
chart/2015/01/fig201501161300.png,0,down
chart/2015/01/fig201501161400.png,2,up
chart/2015/01/fig201501161500.png,2,up
chart/2015/01/fig201501161600.png,2,up
chart/2015/01/fig201501161700.png,0,down
chart/2015/01/fig201501161800.png,2,up
chart/2015/01/fig201501161900.png,1,stay
chart/2015/01/fig201501162000.png,0,down
chart/2015/01/fig201501162100.png,2,up
chart/2015/01/fig201501162200.png,1,stay
chart/2015/01/fig201501162300.png,0,down
chart/2015/01/fig201501190000.png,2,up
chart/2015/01/fig201501190100.png,0,down
chart/2015/01/fig201501190200.png,0,down
chart/2015/01/fig201501190300.png,1,stay
chart/2015/01/fig201501190400.png,0,down
chart/2015/01/fig201501190500.png,1,stay
chart/2015/01/fig201501190600.png,1,stay
chart/2015/01/fig201501190700.png,1,stay
chart/2015/01/fig201501190800.png,2,up
chart/2015/01/fig201501190900.png,1,stay
chart/2015/01/fig201501191000.png,1,stay
chart/2015/01/fig201501191100.png,2,up
chart/2015/01/fig201501191200.png,2,up
chart/2015/01/fig201501191300.png,0,down
chart/2015/01/fig201501191400.png,2,up
chart/2015/01/fig201501191500.png,1,stay
chart/2015/01/fig201501191600.png,1,stay
chart/2015/01/fig201501191700.png,1,stay
chart/2015/01/fig201501191800.png,1,stay
chart/2015/01/fig201501191900.png,1,stay
chart/2015/01/fig201501192000.png,2,up
chart/2015/01/fig201501192100.png,0,down
chart/2015/01/fig201501192200.png,1,stay
chart/2015/01/fig201501192300.png,2,up
chart/2015/01/fig201501200000.png,2,up
chart/2015/01/fig201501200100.png,2,up
chart/2015/01/fig201501200200.png,2,up
chart/2015/01/fig201501200300.png,2,up
chart/2015/01/fig201501200400.png,1,stay
chart/2015/01/fig201501200500.png,1,stay
chart/2015/01/fig201501200600.png,2,up
chart/2015/01/fig201501200700.png,2,up
chart/2015/01/fig201501200800.png,0,down
chart/2015/01/fig201501200900.png,0,down
chart/2015/01/fig201501201000.png,2,up
chart/2015/01/fig201501201100.png,2,up
chart/2015/01/fig201501201200.png,2,up
chart/2015/01/fig201501201300.png,1,stay
chart/2015/01/fig201501201400.png,0,down
chart/2015/01/fig201501201500.png,1,stay
chart/2015/01/fig201501201600.png,0,down
chart/2015/01/fig201501201700.png,2,up
chart/2015/01/fig201501201800.png,2,up
chart/2015/01/fig201501201900.png,2,up
chart/2015/01/fig201501202000.png,2,up
chart/2015/01/fig201501202100.png,0,down
chart/2015/01/fig201501202200.png,2,up
chart/2015/01/fig201501202300.png,0,down
chart/2015/01/fig201501210000.png,1,stay
chart/2015/01/fig201501210100.png,0,down
chart/2015/01/fig201501210200.png,0,down
chart/2015/01/fig201501210300.png,0,down
chart/2015/01/fig201501210400.png,0,down
chart/2015/01/fig201501210500.png,2,up
chart/2015/01/fig201501210600.png,1,stay
chart/2015/01/fig201501210700.png,0,down
chart/2015/01/fig201501210800.png,2,up
chart/2015/01/fig201501210900.png,2,up
chart/2015/01/fig201501211000.png,0,down
chart/2015/01/fig201501211100.png,1,stay
chart/2015/01/fig201501211200.png,0,down
chart/2015/01/fig201501211300.png,1,stay
chart/2015/01/fig201501211400.png,0,down
chart/2015/01/fig201501211500.png,2,up
chart/2015/01/fig201501211600.png,2,up
chart/2015/01/fig201501211700.png,2,up
chart/2015/01/fig201501211800.png,2,up
chart/2015/01/fig201501211900.png,0,down
chart/2015/01/fig201501212000.png,2,up
chart/2015/01/fig201501212100.png,0,down
chart/2015/01/fig201501212200.png,2,up
chart/2015/01/fig201501212300.png,1,stay
chart/2015/01/fig201501220000.png,0,down
chart/2015/01/fig201501220100.png,2,up
chart/2015/01/fig201501220200.png,1,stay
chart/2015/01/fig201501220300.png,2,up
chart/2015/01/fig201501220400.png,2,up
chart/2015/01/fig201501220500.png,0,down
chart/2015/01/fig201501220600.png,2,up
chart/2015/01/fig201501220700.png,1,stay
chart/2015/01/fig201501220800.png,0,down
chart/2015/01/fig201501220900.png,0,down
chart/2015/01/fig201501221000.png,0,down
chart/2015/01/fig201501221100.png,1,stay
chart/2015/01/fig201501221200.png,1,stay
chart/2015/01/fig201501221300.png,1,stay
chart/2015/01/fig201501221400.png,2,up
chart/2015/01/fig201501221500.png,0,down
chart/2015/01/fig201501221600.png,2,up
chart/2015/01/fig201501221700.png,1,stay
chart/2015/01/fig201501221800.png,2,up
chart/2015/01/fig201501221900.png,2,up
chart/2015/01/fig201501222000.png,2,up
chart/2015/01/fig201501222100.png,2,up
chart/2015/01/fig201501222200.png,0,down
chart/2015/01/fig201501222300.png,2,up
chart/2015/01/fig201501230000.png,2,up
chart/2015/01/fig201501230100.png,0,down
chart/2015/01/fig201501230200.png,1,stay
chart/2015/01/fig201501230300.png,0,down
chart/2015/01/fig201501230400.png,1,stay
chart/2015/01/fig201501230500.png,2,up
chart/2015/01/fig201501230600.png,0,down
chart/2015/01/fig201501230700.png,0,down
chart/2015/01/fig201501230800.png,0,down
chart/2015/01/fig201501230900.png,2,up
chart/2015/01/fig201501231000.png,2,up
chart/2015/01/fig201501231100.png,0,down
chart/2015/01/fig201501231200.png,0,down
chart/2015/01/fig201501231300.png,2,up
chart/2015/01/fig201501231400.png,0,down
chart/2015/01/fig201501231500.png,0,down
chart/2015/01/fig201501231600.png,2,up
chart/2015/01/fig201501231700.png,1,stay
chart/2015/01/fig201501231800.png,1,stay
chart/2015/01/fig201501231900.png,0,down
chart/2015/01/fig201501232000.png,1,stay
chart/2015/01/fig201501232100.png,2,up
chart/2015/01/fig201501232200.png,0,down
chart/2015/01/fig201501232300.png,0,down
chart/2015/01/fig201501260000.png,0,down
chart/2015/01/fig201501260100.png,2,up
chart/2015/01/fig201501260200.png,2,up
chart/2015/01/fig201501260300.png,0,down
chart/2015/01/fig201501260400.png,1,stay
chart/2015/01/fig201501260500.png,2,up
chart/2015/01/fig201501260600.png,1,stay
chart/2015/01/fig201501260700.png,2,up
chart/2015/01/fig201501260800.png,2,up
chart/2015/01/fig201501260900.png,2,up
chart/2015/01/fig201501261000.png,0,down
chart/2015/01/fig201501261100.png,2,up
chart/2015/01/fig201501261200.png,2,up
chart/2015/01/fig201501261300.png,2,up
chart/2015/01/fig201501261400.png,2,up
chart/2015/01/fig201501261500.png,0,down
chart/2015/01/fig201501261600.png,2,up
chart/2015/01/fig201501261700.png,1,stay
chart/2015/01/fig201501261800.png,1,stay
chart/2015/01/fig201501261900.png,2,up
chart/2015/01/fig201501262000.png,1,stay
chart/2015/01/fig201501262100.png,1,stay
chart/2015/01/fig201501262200.png,1,stay
chart/2015/01/fig201501262300.png,1,stay
chart/2015/01/fig201501270000.png,2,up
chart/2015/01/fig201501270100.png,2,up
chart/2015/01/fig201501270200.png,0,down
chart/2015/01/fig201501270300.png,0,down
chart/2015/01/fig201501270400.png,0,down
chart/2015/01/fig201501270500.png,2,up
chart/2015/01/fig201501270600.png,1,stay
chart/2015/01/fig201501270700.png,0,down
chart/2015/01/fig201501270800.png,2,up
chart/2015/01/fig201501270900.png,2,up
chart/2015/01/fig201501271000.png,1,stay
chart/2015/01/fig201501271100.png,0,down
chart/2015/01/fig201501271200.png,1,stay
chart/2015/01/fig201501271300.png,0,down
chart/2015/01/fig201501271400.png,0,down
chart/2015/01/fig201501271500.png,1,stay
chart/2015/01/fig201501271600.png,2,up
chart/2015/01/fig201501271700.png,2,up
chart/2015/01/fig201501271800.png,2,up
chart/2015/01/fig201501271900.png,0,down
chart/2015/01/fig201501272000.png,0,down
chart/2015/01/fig201501272100.png,1,stay
chart/2015/01/fig201501272200.png,2,up
chart/2015/01/fig201501272300.png,0,down
chart/2015/01/fig201501280000.png,1,stay
chart/2015/01/fig201501280100.png,2,up
chart/2015/01/fig201501280200.png,2,up
chart/2015/01/fig201501280300.png,1,stay
chart/2015/01/fig201501280400.png,1,stay
chart/2015/01/fig201501280500.png,1,stay
chart/2015/01/fig201501280600.png,1,stay
chart/2015/01/fig201501280700.png,0,down
chart/2015/01/fig201501280800.png,2,up
chart/2015/01/fig201501280900.png,0,down
chart/2015/01/fig201501281000.png,1,stay
chart/2015/01/fig201501281100.png,0,down
chart/2015/01/fig201501281200.png,2,up
chart/2015/01/fig201501281300.png,2,up
chart/2015/01/fig201501281400.png,0,down
chart/2015/01/fig201501281500.png,2,up
chart/2015/01/fig201501281600.png,0,down
chart/2015/01/fig201501281700.png,1,stay
chart/2015/01/fig201501281800.png,2,up
chart/2015/01/fig201501281900.png,0,down
chart/2015/01/fig201501282000.png,1,stay
chart/2015/01/fig201501282100.png,0,down
chart/2015/01/fig201501282200.png,2,up
chart/2015/01/fig201501282300.png,1,stay
chart/2015/01/fig201501290000.png,2,up
chart/2015/01/fig201501290100.png,2,up
chart/2015/01/fig201501290200.png,2,up
chart/2015/01/fig201501290300.png,2,up
chart/2015/01/fig201501290400.png,0,down
chart/2015/01/fig201501290500.png,0,down
chart/2015/01/fig201501290600.png,0,down
chart/2015/01/fig201501290700.png,2,up
chart/2015/01/fig201501290800.png,1,stay
chart/2015/01/fig201501290900.png,2,up
chart/2015/01/fig201501291000.png,2,up
chart/2015/01/fig201501291100.png,1,stay
chart/2015/01/fig201501291200.png,2,up
chart/2015/01/fig201501291300.png,2,up
chart/2015/01/fig201501291400.png,0,down
chart/2015/01/fig201501291500.png,0,down
chart/2015/01/fig201501291600.png,2,up
chart/2015/01/fig201501291700.png,2,up
chart/2015/01/fig201501291800.png,2,up
chart/2015/01/fig201501291900.png,2,up
chart/2015/01/fig201501292000.png,0,down
chart/2015/01/fig201501292100.png,0,down
chart/2015/01/fig201501292200.png,1,stay
chart/2015/01/fig201501292300.png,2,up
chart/2015/01/fig201501300000.png,0,down
chart/2015/01/fig201501300100.png,1,stay
chart/2015/01/fig201501300200.png,0,down
chart/2015/01/fig201501300300.png,0,down
chart/2015/01/fig201501300400.png,2,up
chart/2015/01/fig201501300500.png,1,stay
chart/2015/01/fig201501300600.png,0,down
chart/2015/01/fig201501300700.png,2,up
chart/2015/01/fig201501300800.png,1,stay
chart/2015/01/fig201501300900.png,0,down
chart/2015/01/fig201501301000.png,0,down
chart/2015/01/fig201501301100.png,0,down
chart/2015/01/fig201501301200.png,2,up
chart/2015/01/fig201501301300.png,2,up
chart/2015/01/fig201501301400.png,0,down
chart/2015/01/fig201501301500.png,2,up
chart/2015/01/fig201501301600.png,0,down
chart/2015/01/fig201501301700.png,1,stay
chart/2015/01/fig201501301800.png,1,stay
chart/2015/01/fig201501301900.png,2,up
chart/2015/01/fig201501302000.png,1,stay
chart/2015/01/fig201501302100.png,0,down
chart/2015/01/fig201501302200.png,2,up
chart/2015/01/fig201501302300.png,0,down
chart/2015/02/fig201502020000.png,2,up
chart/2015/02/fig201502020100.png,2,up
chart/2015/02/fig201502020200.png,2,up
chart/2015/02/fig201502020300.png,2,up
chart/2015/02/fig201502020400.png,1,stay
chart/2015/02/fig201502020500.png,0,down
chart/2015/02/fig201502020600.png,1,stay
chart/2015/02/fig201502020700.png,0,down
chart/2015/02/fig201502020800.png,1,stay
chart/2015/02/fig201502020900.png,2,up
chart/2015/02/fig201502021000.png,1,stay
chart/2015/02/fig201502021100.png,0,down
chart/2015/02/fig201502021200.png,2,up
chart/2015/02/fig201502021300.png,1,stay
chart/2015/02/fig201502021400.png,1,stay
chart/2015/02/fig201502021500.png,0,down
chart/2015/02/fig201502021600.png,0,down
chart/2015/02/fig201502021700.png,2,up
chart/2015/02/fig201502021800.png,1,stay
chart/2015/02/fig201502021900.png,0,down
chart/2015/02/fig201502022000.png,2,up
chart/2015/02/fig201502022100.png,2,up
chart/2015/02/fig201502022200.png,2,up
chart/2015/02/fig201502022300.png,2,up
chart/2015/02/fig201502030000.png,0,down
chart/2015/02/fig201502030100.png,0,down
chart/2015/02/fig201502030200.png,1,stay
chart/2015/02/fig201502030300.png,2,up
chart/2015/02/fig201502030400.png,0,down
chart/2015/02/fig201502030500.png,0,down
chart/2015/02/fig201502030600.png,0,down
chart/2015/02/fig201502030700.png,2,up
chart/2015/02/fig201502030800.png,2,up
chart/2015/02/fig201502030900.png,2,up
chart/2015/02/fig201502031000.png,1,stay
chart/2015/02/fig201502031100.png,2,up
chart/2015/02/fig201502031200.png,0,down
chart/2015/02/fig201502031300.png,0,down
chart/2015/02/fig201502031400.png,2,up
chart/2015/02/fig201502031500.png,0,down
chart/2015/02/fig201502031600.png,0,down
chart/2015/02/fig201502031700.png,1,stay
chart/2015/02/fig201502031800.png,0,down
chart/2015/02/fig201502031900.png,2,up
chart/2015/02/fig201502032000.png,2,up
chart/2015/02/fig201502032100.png,0,down
chart/2015/02/fig201502032200.png,2,up
chart/2015/02/fig201502032300.png,1,stay
chart/2015/02/fig201502040000.png,2,up
chart/2015/02/fig201502040100.png,2,up
chart/2015/02/fig201502040200.png,2,up
chart/2015/02/fig201502040300.png,1,stay
chart/2015/02/fig201502040400.png,1,stay
chart/2015/02/fig201502040500.png,0,down
chart/2015/02/fig201502040600.png,1,stay
chart/2015/02/fig201502040700.png,1,stay
chart/2015/02/fig201502040800.png,0,down
chart/2015/02/fig201502040900.png,0,down
chart/2015/02/fig201502041000.png,0,down
chart/2015/02/fig201502041100.png,2,up
chart/2015/02/fig201502041200.png,2,up
chart/2015/02/fig201502041300.png,0,down
chart/2015/02/fig201502041400.png,2,up
chart/2015/02/fig201502041500.png,0,down
chart/2015/02/fig201502041600.png,2,up
chart/2015/02/fig201502041700.png,2,up
chart/2015/02/fig201502041800.png,0,down
chart/2015/02/fig201502041900.png,0,down
chart/2015/02/fig201502042000.png,0,down
chart/2015/02/fig201502042100.png,0,down
chart/2015/02/fig201502042200.png,0,down
chart/2015/02/fig201502042300.png,2,up
chart/2015/02/fig201502050000.png,1,stay
chart/2015/02/fig201502050100.png,0,down
chart/2015/02/fig201502050200.png,1,stay
chart/2015/02/fig201502050300.png,1,stay
chart/2015/02/fig201502050400.png,2,up
chart/2015/02/fig201502050500.png,0,down
chart/2015/02/fig201502050600.png,0,down
chart/2015/02/fig201502050700.png,0,down
chart/2015/02/fig201502050800.png,2,up
chart/2015/02/fig201502050900.png,1,stay
chart/2015/02/fig201502051000.png,2,up
chart/2015/02/fig201502051100.png,2,up
chart/2015/02/fig201502051200.png,0,down
chart/2015/02/fig201502051300.png,1,stay
chart/2015/02/fig201502051400.png,2,up
chart/2015/02/fig201502051500.png,1,stay
chart/2015/02/fig201502051600.png,1,stay
chart/2015/02/fig201502051700.png,0,down
chart/2015/02/fig201502051800.png,0,down
chart/2015/02/fig201502051900.png,2,up
chart/2015/02/fig201502052000.png,1,stay
chart/2015/02/fig201502052100.png,1,stay
chart/2015/02/fig201502052200.png,1,stay
chart/2015/02/fig201502052300.png,1,stay
chart/2015/02/fig201502060000.png,1,stay
chart/2015/02/fig201502060100.png,0,down
chart/2015/02/fig201502060200.png,0,down
chart/2015/02/fig201502060300.png,1,stay
chart/2015/02/fig201502060400.png,0,down
chart/2015/02/fig201502060500.png,2,up
chart/2015/02/fig201502060600.png,0,down
chart/2015/02/fig201502060700.png,0,down
chart/2015/02/fig201502060800.png,2,up
chart/2015/02/fig201502060900.png,1,stay
chart/2015/02/fig201502061000.png,0,down
chart/2015/02/fig201502061100.png,1,stay
chart/2015/02/fig201502061200.png,1,stay
chart/2015/02/fig201502061300.png,0,down
chart/2015/02/fig201502061400.png,2,up
chart/2015/02/fig201502061500.png,2,up
chart/2015/02/fig201502061600.png,2,up
chart/2015/02/fig201502061700.png,2,up
chart/2015/02/fig201502061800.png,1,stay
chart/2015/02/fig201502061900.png,1,stay
chart/2015/02/fig201502062000.png,1,stay
chart/2015/02/fig201502062100.png,0,down
chart/2015/02/fig201502062200.png,2,up
chart/2015/02/fig201502062300.png,1,stay
chart/2015/02/fig201502090000.png,0,down
chart/2015/02/fig201502090100.png,0,down
chart/2015/02/fig201502090200.png,0,down
chart/2015/02/fig201502090300.png,0,down
chart/2015/02/fig201502090400.png,2,up
chart/2015/02/fig201502090500.png,1,stay
chart/2015/02/fig201502090600.png,1,stay
chart/2015/02/fig201502090700.png,2,up
chart/2015/02/fig201502090800.png,2,up
chart/2015/02/fig201502090900.png,0,down
chart/2015/02/fig201502091000.png,0,down
chart/2015/02/fig201502091100.png,2,up
chart/2015/02/fig201502091200.png,0,down
chart/2015/02/fig201502091300.png,2,up
chart/2015/02/fig201502091400.png,1,stay
chart/2015/02/fig201502091500.png,2,up
chart/2015/02/fig201502091600.png,0,down
chart/2015/02/fig201502091700.png,2,up
chart/2015/02/fig201502091800.png,1,stay
chart/2015/02/fig201502091900.png,0,down
chart/2015/02/fig201502092000.png,0,down
chart/2015/02/fig201502092100.png,2,up
chart/2015/02/fig201502092200.png,2,up
chart/2015/02/fig201502092300.png,1,stay
chart/2015/02/fig201502100000.png,1,stay
chart/2015/02/fig201502100100.png,0,down
chart/2015/02/fig201502100200.png,1,stay
chart/2015/02/fig201502100300.png,2,up
chart/2015/02/fig201502100400.png,1,stay
chart/2015/02/fig201502100500.png,1,stay
chart/2015/02/fig201502100600.png,2,up
chart/2015/02/fig201502100700.png,1,stay
chart/2015/02/fig201502100800.png,2,up
